rep,nullA_T,nullB_T,nullA_qSpearman,nullB_qSpearman,nullA_T_d2,nullA_T_d3,nullA_T_d4,nullA_T_d5,nullA_T_d6,nullA_T_d7,nullA_T_d8,nullA_T_d9,nullA_T_d10,nullA_T_d11
934,0.005099,0.001431,0.028405,0.023657,0.000833,0.002412,0.003786,0.001237,0.004,0.0017,0.001379,0.002706,-0.003231,-0.00123
935,0.002917,0.000715,0.028605,0.025141,0.002885,0.003301,0.00155,-0.000484,0.003824,0.002214,0.000626,0.008049,0.003027,-0.002906
936,0.005322,-0.001582,0.030879,0.022325,-2.5e-05,0.000734,0.003273,0.006535,0.001235,0.00317,0.000795,-0.000287,0.00093,-0.000887
937,0.004265,0.00138,0.029916,0.024033,0.001938,0.002635,0.00255,0.001801,0.001191,-0.000876,0.005567,0.002625,0.004486,-0.001398
938,0.004088,-0.002163,0.030828,0.022385,0.002193,0.001771,0.003887,0.001838,0.001177,0.003399,0.002728,-0.001826,0.00269,0.001909
939,0.002063,0.000365,0.025992,0.024545,0.001073,0.00321,0.000814,0.003414,0.0023,0.004906,0.004405,0.000466,0.003365,0.006946
940,0.002038,-0.000429,0.027378,0.022625,0.002958,0.000251,0.002175,0.004364,0.003377,0.007159,0.000928,0.001301,-0.002771,0.003213
941,0.0017,-0.000922,0.027452,0.02291,0.003097,0.001452,0.00312,0.004565,0.002852,0.002329,0.00048,0.003841,-0.000156,0.002032
942,0.001118,-0.00055,0.02732,0.023324,0.005347,0.002258,0.000493,0.001548,-0.000572,0.00456,0.000682,0.004946,0.008555,0.00869
943,0.003254,0.000687,0.026915,0.02457,0.00301,0.004284,0.0032,0.003119,0.000861,0.000293,-0.002725,0.003297,0.002978,0.000114
944,0.002564,0.001468,0.025285,0.025478,0.004911,-7e-05,0.000291,0.003339,0.002063,0.003557,0.001569,0.001254,0.009926,0.001148
945,0.003005,-0.001605,0.026625,0.023273,0.002145,0.002338,0.001256,0.003713,0.002663,0.001379,0.004307,0.002482,-0.001557,0.007519
946,0.004173,0.000576,0.030803,0.023312,0.003216,0.003005,0.003534,-0.000291,0.003922,-0.000599,-0.000558,0.000255,0.003318,0.006518
947,0.001842,-0.000749,0.026134,0.023418,0.001007,0.003812,0.000613,0.005368,0.004671,2e-06,0.001414,0.004612,0.000151,0.008668
948,0.003867,0.002879,0.028442,0.026956,0.002589,0.000898,0.00083,0.004903,0.002843,0.001858,-0.001546,0.002617,0.009386,-0.000771
949,0.002412,0.002617,0.029107,0.02739,0.000524,0.002723,0.003433,0.002984,0.001991,0.002292,0.005212,-0.001689,0.009416,0.000737
950,0.001283,0.000566,0.02861,0.025015,0.002699,0.001502,0.004175,0.002956,-0.000454,0.005659,0.002273,0.001087,0.003984,0.009009
951,0.001701,0.000418,0.026277,0.02301,0.001891,0.00226,0.001921,0.003159,0.001893,0.004094,0.005314,0.003575,0.000792,0.002805
952,0.002668,0.001361,0.029406,0.025509,0.001901,0.001515,0.003063,0.00601,0.000115,-0.000745,0.003439,0.007887,-0.000551,0.001655
953,0.002494,0.000489,0.028885,0.022421,0.001552,0.004911,-0.000945,0.005635,-0.000199,0.002854,0.000729,0.003646,0.009338,-0.001133
954,0.005563,0.001913,0.02785,0.023821,0.003204,-2.5e-05,0.00272,0.000645,0.001381,0.003885,0.003282,4.1e-05,-0.000125,0.003576
955,0.004001,-0.002596,0.029853,0.022479,0.003063,-0.000671,-0.000371,0.003708,0.001829,0.005682,0.003751,0.001013,0.004601,0.005605
956,0.001914,-0.001061,0.02654,0.023731,0.001434,0.004342,0.003404,0.001095,0.000544,0.004111,0.005992,0.001693,-0.000921,0.003321
957,0.001475,-0.003303,0.028141,0.022986,0.001295,0.002053,0.001449,0.001852,0.007776,0.004788,0.003436,0.003024,0.001703,-0.005324
958,0.001386,-0.000578,0.030379,0.024475,0.002703,0.004249,0.003548,0.004157,0.001501,0.001406,0.001844,0.00245,0.000559,-0.006387
959,0.000179,-0.001545,0.02691,0.022497,0.005566,0.00318,0.002893,0.002061,0.003266,0.001489,0.002207,0.001677,0.001647,-0.004265
960,0.001523,-0.002162,0.027111,0.024429,0.004287,0.002404,0.002121,-7.9e-05,0.001503,0.003337,0.003831,0.00179,0.006161,0.007243
961,0.000368,0.000141,0.026516,0.023172,0.002843,0.002337,0.004178,0.00424,0.005352,0.000323,0.002657,0.001554,-0.001927,0.001768
962,0.002863,0.000463,0.028312,0.022797,0.001233,-0.000486,0.004696,0.003533,0.002398,0.00167,0.00642,0.000358,0.001912,0.008505
963,0.004272,-0.001417,0.030782,0.023717,0.00318,0.002955,0.003313,0.001519,-0.002018,0.002793,0.002039,0.001217,-0.000556,0.008465
964,0.003639,0.000731,0.031035,0.025942,0.001433,0.002635,0.004093,0.000871,0.00166,0.003946,0.004062,0.000695,-0.001342,0.00133
965,0.001592,0.001047,0.026816,0.023154,0.002696,0.002248,0.002077,0.002985,0.003865,0.000509,0.003586,0.004764,-0.000652,0.008322
966,0.000485,-0.003699,0.026617,0.023629,0.001788,0.003325,0.002302,0.005569,0.003524,0.002566,0.002741,0.004443,-0.003505,0.001701
967,0.001031,-0.000497,0.026889,0.021755,0.002189,0.000291,0.002388,0.00563,0.004957,0.005607,-0.000993,0.002501,0.004043,-0.000156
968,0.002043,0.001362,0.026484,0.025577,0.003061,0.00269,0.004092,0.001075,0.002501,0.001398,0.00232,0.00126,0.001256,0.008452
969,0.001508,0.001622,0.025541,0.025827,0.002635,-0.000444,-0.000712,0.004265,0.002868,0.006855,0.003915,0.006476,0.007295,-0.00059
970,0.001872,-1.9e-05,0.028143,0.025005,0.003192,0.001821,0.003573,0.002094,0.002837,0.004818,0.001724,0.000525,0.003463,-0.005101
971,0.003973,-0.000914,0.027849,0.023236,0.002679,0.000265,-0.000437,0.004244,0.002755,0.005416,0.002015,0.000282,0.00643,-0.000897
972,0.000768,-0.001194,0.028209,0.020065,0.003306,0.003123,0.004487,0.001327,0.002966,0.001978,0.002416,0.000914,0.003102,0.002433
973,0.001411,0.001766,0.026697,0.024558,0.002347,0.001155,0.003378,0.006491,0.002227,0.003626,0.001113,0.003998,-0.005705,0.005198
974,0.003051,-0.000357,0.030211,0.023927,0.002287,0.00404,-0.000577,0.004042,-0.000276,0.001981,0.002628,0.00484,0.003994,0.006006
975,0.004248,0.002334,0.033051,0.02364,0.002025,0.000832,0.000758,0.003827,0.004275,0.001512,0.004123,-0.001241,-0.000214,0.01075
976,0.000744,0.001555,0.027153,0.024872,0.002056,0.002938,-0.000391,0.002548,0.003855,0.006719,0.003973,0.004036,0.000782,0.007764
977,0.003917,0.000619,0.02649,0.023012,0.002215,0.000223,0.002747,-0.003151,0.003584,0.0041,0.006029,0.003657,0.009,0.001158
978,0.003465,-0.00042,0.027491,0.024884,0.000507,0.003463,0.003336,0.001832,-0.000501,0.005407,0.006394,-0.000816,0.002327,-0.002153
979,0.002663,-0.001255,0.028791,0.026255,0.001932,0.002656,0.003801,0.001966,-0.000415,0.003502,0.002862,0.007894,-0.003302,0.003347
980,0.00212,0.002408,0.027751,0.025978,-0.000231,0.002349,0.002884,0.004518,0.00338,0.003452,0.001178,0.004521,0.002444,0.00625
981,-0.00018,-0.002537,0.026358,0.023117,0.005004,0.004256,0.000767,0.004163,3.6e-05,-0.000295,0.004979,0.007137,-0.000289,0.002513
982,0.004033,0.000996,0.029941,0.023265,0.002185,0.001028,0.002744,0.000662,0.00199,0.003481,0.003883,0.005148,-0.001906,0.005027
983,0.004399,0.001355,0.029122,0.024326,0.002114,0.002775,0.001789,0.003432,0.001437,0.00317,0.001861,-0.004071,0.00599,-0.000916
984,0.003976,-0.000269,0.026708,0.025125,0.001351,0.002467,0.005906,0.001285,0.001921,0.003069,-0.000475,0.000247,-0.003938,0.010186
985,0.003191,-0.000988,0.029086,0.021882,0.002456,0.001373,-5e-05,-0.002007,0.008142,0.002448,0.005711,0.002265,0.003401,0.008541
986,0.002613,0.001309,0.029115,0.024489,0.003294,0.001962,0.006518,-0.001193,0.003268,0.001056,0.002371,0.001528,-0.000955,0.003301
987,-0.00031,0.001866,0.028534,0.025125,0.000725,0.003311,-3.3e-05,0.00599,0.002282,0.004757,0.005423,0.003334,0.006463,0.006444
988,0.005058,0.001991,0.029435,0.023416,0.003026,0.000378,0.003943,0.000528,0.002795,3.2e-05,-0.000423,0.004886,0.001954,0.005126
989,0.003247,-0.000953,0.028912,0.024085,0.001059,0.002907,0.003352,-0.001029,0.002605,0.004572,0.002917,0.004582,-3.7e-05,0.007653
990,0.003896,4.9e-05,0.029913,0.023859,0.002923,0.003421,0.004174,0.003985,-0.001552,0.000439,0.002577,-0.003242,0.003757,-0.001846
991,0.003687,4e-05,0.029008,0.02508,0.00012,0.004129,0.004049,0.000645,0.003958,-0.000638,0.000976,0.00741,-0.00134,0.003664
992,0.003202,-0.000317,0.028955,0.023406,0.002922,-0.001365,0.004427,0.002483,0.003444,0.004958,0.00033,0.004707,-0.001162,-6.9e-05
993,0.002471,-0.000992,0.028286,0.024634,0.002972,0.00046,0.002011,0.002607,0.001223,4.1e-05,0.008864,0.004012,0.003426,0.006339
994,0.000843,-0.002123,0.027441,0.024208,0.002746,0.006226,0.00079,0.001995,0.002665,0.001613,0.002442,0.000849,0.004835,0.004526
995,0.004302,-0.002692,0.029833,0.023064,0.00444,0.002104,-0.001275,0.002119,0.002246,0.001374,0.004066,0.004373,0.001399,-0.00418
996,0.001615,0.001191,0.027518,0.023323,0.000874,0.006104,0.001048,0.004198,0.001016,0.004883,-0.002477,0.003148,0.002998,0.008308
997,0.000172,-0.000269,0.027968,0.022007,0.003835,0.004528,0.003331,0.003603,0.000889,0.002012,-0.0001,0.001371,0.004708,0.002015
998,0.002059,-0.000151,0.028485,0.025544,0.00328,0.003013,0.001099,0.004249,0.001745,0.004839,-0.001027,0.002504,-0.000717,0.005967
999,0.003293,-0.000567,0.028805,0.023554,0.002146,0.000511,0.003378,0.003259,0.003578,0.000298,0.004144,0.001997,0.00335,-0.000847
1000,0.00541,0.001134,0.029831,0.024772,0.002054,0.002617,0.001615,0.001005,0.001647,0.003578,0.000971,0.004093,0.000334,-0.004584
